Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Measure ID,Measure Name,Score,Sample,Footnote,Start Date,End Date,geo_lat,geo_lon
360011,MARION GENERAL HOSPITAL,1000 MCKINLEY PARK DRIVE,MARION,OH,43302,MARION,(740) 383-8400,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,40.5712484,-83.1293227
360012,MOUNT CARMEL ST ANN'S,500 SOUTH CLEVELAND AVENUE,WESTERVILLE,OH,43081,FRANKLIN,(614) 546-4034,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,40.11917,-82.948469
360012,MOUNT CARMEL ST ANN'S,500 SOUTH CLEVELAND AVENUE,WESTERVILLE,OH,43081,FRANKLIN,(614) 546-4034,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,40.11917,-82.948469
360012,MOUNT CARMEL ST ANN'S,500 SOUTH CLEVELAND AVENUE,WESTERVILLE,OH,43081,FRANKLIN,(614) 546-4034,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,40.11917,-82.948469
360012,MOUNT CARMEL ST ANN'S,500 SOUTH CLEVELAND AVENUE,WESTERVILLE,OH,43081,FRANKLIN,(614) 546-4034,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,40.11917,-82.948469
360013,WILSON MEMORIAL HOSPITAL,915 WEST MICHIGAN STREET,SIDNEY,OH,45365,SHELBY,(937) 498-5405,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,40.2868841,-84.1706445
360013,WILSON MEMORIAL HOSPITAL,915 WEST MICHIGAN STREET,SIDNEY,OH,45365,SHELBY,(937) 498-5405,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,40.2868841,-84.1706445
360013,WILSON MEMORIAL HOSPITAL,915 WEST MICHIGAN STREET,SIDNEY,OH,45365,SHELBY,(937) 498-5405,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,40.2868841,-84.1706445
360013,WILSON MEMORIAL HOSPITAL,915 WEST MICHIGAN STREET,SIDNEY,OH,45365,SHELBY,(937) 498-5405,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,40.2868841,-84.1706445
360014,OHIOHEALTH O'BLENESS HOSPITAL,55 HOSPITAL DRIVE,ATHENS,OH,45701,ATHENS,(740) 593-5551,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,39.327258,-82.1142966
360014,OHIOHEALTH O'BLENESS HOSPITAL,55 HOSPITAL DRIVE,ATHENS,OH,45701,ATHENS,(740) 593-5551,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,39.327258,-82.1142966
360014,OHIOHEALTH O'BLENESS HOSPITAL,55 HOSPITAL DRIVE,ATHENS,OH,45701,ATHENS,(740) 593-5551,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,39.327258,-82.1142966
360014,OHIOHEALTH O'BLENESS HOSPITAL,55 HOSPITAL DRIVE,ATHENS,OH,45701,ATHENS,(740) 593-5551,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,39.327258,-82.1142966
360016,THE JEWISH HOSPITAL-MERCY HEALTH,4777 EAST GALBRAITH ROAD,CINCINNATI,OH,45236,HAMILTON,(513) 686-3000,PC_02,Cesarean Birth,Not Available,Not Available,5,01/01/2024,12/31/2024,39.2122133,-84.4579333
360016,THE JEWISH HOSPITAL-MERCY HEALTH,4777 EAST GALBRAITH ROAD,CINCINNATI,OH,45236,HAMILTON,(513) 686-3000,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,5,01/01/2024,12/31/2024,39.2122133,-84.4579333
360016,THE JEWISH HOSPITAL-MERCY HEALTH,4777 EAST GALBRAITH ROAD,CINCINNATI,OH,45236,HAMILTON,(513) 686-3000,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,5,01/01/2024,12/31/2024,39.2122133,-84.4579333
360016,THE JEWISH HOSPITAL-MERCY HEALTH,4777 EAST GALBRAITH ROAD,CINCINNATI,OH,45236,HAMILTON,(513) 686-3000,SM_7,Maternal Morbidity Structural Measure,Not Applicable (our hospital does not provide inpatient labor/delivery care),Not Applicable,,01/01/2024,12/31/2024,39.2122133,-84.4579333
360017,GRANT MEDICAL CENTER,111 SOUTH GRANT AVENUE,COLUMBUS,OH,43215,FRANKLIN,(614) 566-9164,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,39.9605075,-82.9913476
360017,GRANT MEDICAL CENTER,111 SOUTH GRANT AVENUE,COLUMBUS,OH,43215,FRANKLIN,(614) 566-9164,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,39.9605075,-82.9913476
360017,GRANT MEDICAL CENTER,111 SOUTH GRANT AVENUE,COLUMBUS,OH,43215,FRANKLIN,(614) 566-9164,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,39.9605075,-82.9913476
360017,GRANT MEDICAL CENTER,111 SOUTH GRANT AVENUE,COLUMBUS,OH,43215,FRANKLIN,(614) 566-9164,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,39.9605075,-82.9913476
360020,SUMMA HEALTH SYSTEM,525 EAST MARKET STREET,AKRON,OH,44309,SUMMIT,(330) 375-3000,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,41.0807264,-81.5004782
360020,SUMMA HEALTH SYSTEM,525 EAST MARKET STREET,AKRON,OH,44309,SUMMIT,(330) 375-3000,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,41.0807264,-81.5004782
360020,SUMMA HEALTH SYSTEM,525 EAST MARKET STREET,AKRON,OH,44309,SUMMIT,(330) 375-3000,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,41.0807264,-81.5004782
360020,SUMMA HEALTH SYSTEM,525 EAST MARKET STREET,AKRON,OH,44309,SUMMIT,(330) 375-3000,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,41.0807264,-81.5004782
360025,FIRELANDS REGIONAL MEDICAL CENTER,1111 HAYES AVENUE,SANDUSKY,OH,44870,ERIE,(419) 557-7400,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,41.4455327,-82.7111748
360025,FIRELANDS REGIONAL MEDICAL CENTER,1111 HAYES AVENUE,SANDUSKY,OH,44870,ERIE,(419) 557-7400,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,41.4455327,-82.7111748
360025,FIRELANDS REGIONAL MEDICAL CENTER,1111 HAYES AVENUE,SANDUSKY,OH,44870,ERIE,(419) 557-7400,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,41.4455327,-82.7111748
360025,FIRELANDS REGIONAL MEDICAL CENTER,1111 HAYES AVENUE,SANDUSKY,OH,44870,ERIE,(419) 557-7400,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,41.4455327,-82.7111748
360026,KETTERING HEALTH GREENE MEMORIAL,1141 NORTH MONROE DRIVE,XENIA,OH,45385,GREENE,(937) 352-2000,PC_02,Cesarean Birth,Not Available,Not Available,5,01/01/2024,12/31/2024,39.700928,-83.9269175
360026,KETTERING HEALTH GREENE MEMORIAL,1141 NORTH MONROE DRIVE,XENIA,OH,45385,GREENE,(937) 352-2000,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,5,01/01/2024,12/31/2024,39.700928,-83.9269175
360026,KETTERING HEALTH GREENE MEMORIAL,1141 NORTH MONROE DRIVE,XENIA,OH,45385,GREENE,(937) 352-2000,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,5,01/01/2024,12/31/2024,39.700928,-83.9269175
360026,KETTERING HEALTH GREENE MEMORIAL,1141 NORTH MONROE DRIVE,XENIA,OH,45385,GREENE,(937) 352-2000,SM_7,Maternal Morbidity Structural Measure,Not Applicable (our hospital does not provide inpatient labor/delivery care),Not Applicable,,01/01/2024,12/31/2024,39.700928,-83.9269175
360027,AKRON GENERAL MEDICAL CENTER,1 AKRON GENERAL AVENUE,AKRON,OH,44307,SUMMIT,(330) 344-6000,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,41.0784407,-81.5315615
360027,AKRON GENERAL MEDICAL CENTER,1 AKRON GENERAL AVENUE,AKRON,OH,44307,SUMMIT,(330) 344-6000,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,41.0784407,-81.5315615
360027,AKRON GENERAL MEDICAL CENTER,1 AKRON GENERAL AVENUE,AKRON,OH,44307,SUMMIT,(330) 344-6000,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,41.0784407,-81.5315615
360027,AKRON GENERAL MEDICAL CENTER,1 AKRON GENERAL AVENUE,AKRON,OH,44307,SUMMIT,(330) 344-6000,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,41.0784407,-81.5315615
360029,WOOD COUNTY HOSPITAL,950 WEST WOOSTER STREET,BOWLING GREEN,OH,43402,WOOD,(419) 354-8900,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,41.3756,-83.6662563
360029,WOOD COUNTY HOSPITAL,950 WEST WOOSTER STREET,BOWLING GREEN,OH,43402,WOOD,(419) 354-8900,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,41.3756,-83.6662563
360029,WOOD COUNTY HOSPITAL,950 WEST WOOSTER STREET,BOWLING GREEN,OH,43402,WOOD,(419) 354-8900,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,41.3756,-83.6662563
360029,WOOD COUNTY HOSPITAL,950 WEST WOOSTER STREET,BOWLING GREEN,OH,43402,WOOD,(419) 354-8900,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,41.3756,-83.6662563
360032,GRAND LAKE HEALTH SYSTEM,200 SAINT CLAIR STREET,SAINT MARYS,OH,45885,AUGLAIZE,(419) 394-3335,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,,
360032,GRAND LAKE HEALTH SYSTEM,200 SAINT CLAIR STREET,SAINT MARYS,OH,45885,AUGLAIZE,(419) 394-3335,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,,
360032,GRAND LAKE HEALTH SYSTEM,200 SAINT CLAIR STREET,SAINT MARYS,OH,45885,AUGLAIZE,(419) 394-3335,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,,
360032,GRAND LAKE HEALTH SYSTEM,200 SAINT CLAIR STREET,SAINT MARYS,OH,45885,AUGLAIZE,(419) 394-3335,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,,
360035,MOUNT CARMEL EAST & WEST,6001 EAST BROAD STREET,COLUMBUS,OH,43213,FRANKLIN,(614) 234-5000,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,39.9772905,-82.844166
360035,MOUNT CARMEL EAST & WEST,6001 EAST BROAD STREET,COLUMBUS,OH,43213,FRANKLIN,(614) 234-5000,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,39.9772905,-82.844166
360035,MOUNT CARMEL EAST & WEST,6001 EAST BROAD STREET,COLUMBUS,OH,43213,FRANKLIN,(614) 234-5000,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,39.9772905,-82.844166
360035,MOUNT CARMEL EAST & WEST,6001 EAST BROAD STREET,COLUMBUS,OH,43213,FRANKLIN,(614) 234-5000,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,39.9772905,-82.844166
360036,WOOSTER COMMUNITY HOSPITAL,1761 BEALL AVENUE,WOOSTER,OH,44691,WAYNE,(330) 263-8348,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,40.8211869,-81.9322306
360036,WOOSTER COMMUNITY HOSPITAL,1761 BEALL AVENUE,WOOSTER,OH,44691,WAYNE,(330) 263-8348,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,40.8211869,-81.9322306
360036,WOOSTER COMMUNITY HOSPITAL,1761 BEALL AVENUE,WOOSTER,OH,44691,WAYNE,(330) 263-8348,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,40.8211869,-81.9322306
360036,WOOSTER COMMUNITY HOSPITAL,1761 BEALL AVENUE,WOOSTER,OH,44691,WAYNE,(330) 263-8348,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,40.8211869,-81.9322306
360039,GENESIS HOSPITAL,2951 MAPLE AVENUE,ZANESVILLE,OH,43701,MUSKINGUM,(740) 454-5000,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,39.9748022,-82.016605
360039,GENESIS HOSPITAL,2951 MAPLE AVENUE,ZANESVILLE,OH,43701,MUSKINGUM,(740) 454-5000,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,39.9748022,-82.016605
360039,GENESIS HOSPITAL,2951 MAPLE AVENUE,ZANESVILLE,OH,43701,MUSKINGUM,(740) 454-5000,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,39.9748022,-82.016605
360039,GENESIS HOSPITAL,2951 MAPLE AVENUE,ZANESVILLE,OH,43701,MUSKINGUM,(740) 454-5000,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,39.9748022,-82.016605
360040,KNOX COMMUNITY HOSPITAL,1330 COSHOCTON ROAD,MOUNT VERNON,OH,43050,KNOX,(740) 393-9000,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,40.3992186,-82.4475272
360040,KNOX COMMUNITY HOSPITAL,1330 COSHOCTON ROAD,MOUNT VERNON,OH,43050,KNOX,(740) 393-9000,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,40.3992186,-82.4475272
360040,KNOX COMMUNITY HOSPITAL,1330 COSHOCTON ROAD,MOUNT VERNON,OH,43050,KNOX,(740) 393-9000,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,40.3992186,-82.4475272
360040,KNOX COMMUNITY HOSPITAL,1330 COSHOCTON ROAD,MOUNT VERNON,OH,43050,KNOX,(740) 393-9000,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,40.3992186,-82.4475272
360041,PARMA COMMUNITY GENERAL HOSPITAL,7007 POWERS BOULEVARD,PARMA,OH,44129,CUYAHOGA,(440) 743-3000,PC_02,Cesarean Birth,Not Available,Not Available,5,01/01/2024,12/31/2024,41.3815042,-81.7307183
360041,PARMA COMMUNITY GENERAL HOSPITAL,7007 POWERS BOULEVARD,PARMA,OH,44129,CUYAHOGA,(440) 743-3000,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,5,01/01/2024,12/31/2024,41.3815042,-81.7307183
360041,PARMA COMMUNITY GENERAL HOSPITAL,7007 POWERS BOULEVARD,PARMA,OH,44129,CUYAHOGA,(440) 743-3000,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,5,01/01/2024,12/31/2024,41.3815042,-81.7307183
360041,PARMA COMMUNITY GENERAL HOSPITAL,7007 POWERS BOULEVARD,PARMA,OH,44129,CUYAHOGA,(440) 743-3000,SM_7,Maternal Morbidity Structural Measure,Not Applicable (our hospital does not provide inpatient labor/delivery care),Not Applicable,,01/01/2024,12/31/2024,41.3815042,-81.7307183
360046,MCCULLOUGH-HYDE MEMORIAL HOSPITAL,110 NORTH POPLAR STREET,OXFORD,OH,45056,BUTLER,(513) 523-2111,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,39.5123983,-84.7415859
360046,MCCULLOUGH-HYDE MEMORIAL HOSPITAL,110 NORTH POPLAR STREET,OXFORD,OH,45056,BUTLER,(513) 523-2111,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,39.5123983,-84.7415859
360046,MCCULLOUGH-HYDE MEMORIAL HOSPITAL,110 NORTH POPLAR STREET,OXFORD,OH,45056,BUTLER,(513) 523-2111,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,39.5123983,-84.7415859
360046,MCCULLOUGH-HYDE MEMORIAL HOSPITAL,110 NORTH POPLAR STREET,OXFORD,OH,45056,BUTLER,(513) 523-2111,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,39.5123983,-84.7415859
360048,UNIVERSITY OF TOLEDO MEDICAL CENTER,3000 ARLINGTON AVENUE,TOLEDO,OH,43614,LUCAS,(419) 383-3407,PC_02,Cesarean Birth,Not Available,Not Available,5,01/01/2024,12/31/2024,41.619478,-83.620893
360048,UNIVERSITY OF TOLEDO MEDICAL CENTER,3000 ARLINGTON AVENUE,TOLEDO,OH,43614,LUCAS,(419) 383-3407,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,5,01/01/2024,12/31/2024,41.619478,-83.620893
360048,UNIVERSITY OF TOLEDO MEDICAL CENTER,3000 ARLINGTON AVENUE,TOLEDO,OH,43614,LUCAS,(419) 383-3407,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,5,01/01/2024,12/31/2024,41.619478,-83.620893
